hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR2.PTPFL0010000QTR.F_CV,ROW,Cambridge/PTP_PLC01/FL001_0000_QTR,[ROW]Cambridge/PTP_PLC01/FL001_0000_QTR,0
MTPSVR2.PTPFL0010000QWA.F_CV,ROW,Cambridge/PTP_PLC01/FL001_0000_QWA,[ROW]Cambridge/PTP_PLC01/FL001_0000_QWA,0
MTPSVR2.PTPFL001FI01QFL.F_CV,ROW,Cambridge/PTP_PLC01/FL001_FI01/QFL,[ROW]Cambridge/PTP_PLC01/FL001_FI01/QFL,0
MTPSVR2.PTPFL001FI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL001_FI01/QVA,[ROW]Cambridge/PTP_PLC01/FL001_FI01/QVA,0
MTPSVR2.PTPFL001FI01QYF.F_CV,ROW,Cambridge/PTP_PLC01/FL001_FI01/QYF,[ROW]Cambridge/PTP_PLC01/FL001_FI01/QYF,0
MTPSVR2.PTPFL001FI0XQFT.F_CV,ROW,Cambridge/PTP_PLC01/FL001_FI0X_QFT,[ROW]Cambridge/PTP_PLC01/FL001_FI0X_QFT,0
MTPSVR2.PTPFL001LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL001_LI01/QVA,[ROW]Cambridge/PTP_PLC01/FL001_LI01/QVA,0
MTPSVR2.PTPFL001PD01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL001_PD01/QVA,[ROW]Cambridge/PTP_PLC01/FL001_PD01/QVA,0
MTPSVR2.PTPFL001RF01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL001_RF01/QVA,[ROW]Cambridge/PTP_PLC01/FL001_RF01/QVA,0
MTPSVR2.PTPFL0020000QRN.F_CV,ROW,Cambridge/PTP_PLC01/FL002_0000_QRN,[ROW]Cambridge/PTP_PLC01/FL002_0000_QRN,0
MTPSVR2.PTPFL0020000QTR.F_CV,ROW,Cambridge/PTP_PLC01/FL002_0000_QTR,[ROW]Cambridge/PTP_PLC01/FL002_0000_QTR,0
MTPSVR2.PTPFL0020000QWA.F_CV,ROW,Cambridge/PTP_PLC01/FL002_0000_QWA,[ROW]Cambridge/PTP_PLC01/FL002_0000_QWA,0
MTPSVR2.PTPFL002FI01QFL.F_CV,ROW,Cambridge/PTP_PLC01/FL002_FI01/QFL,[ROW]Cambridge/PTP_PLC01/FL002_FI01/QFL,0
MTPSVR2.PTPFL002FI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL002_FI01/QVA,[ROW]Cambridge/PTP_PLC01/FL002_FI01/QVA,0
MTPSVR2.PTPFL002FI01QYF.F_CV,ROW,Cambridge/PTP_PLC01/FL002_FI01/QYF,[ROW]Cambridge/PTP_PLC01/FL002_FI01/QYF,0
MTPSVR2.PTPFL002FI0XQFT.F_CV,ROW,Cambridge/PTP_PLC01/FL002_FI0X_QFT,[ROW]Cambridge/PTP_PLC01/FL002_FI0X_QFT,0
MTPSVR2.PTPFL002LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL002_LI01/QVA,[ROW]Cambridge/PTP_PLC01/FL002_LI01/QVA,0
MTPSVR2.PTPFL002PD01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL002_PD01/QVA,[ROW]Cambridge/PTP_PLC01/FL002_PD01/QVA,0
MTPSVR2.PTPFL0030000QRN.F_CV,ROW,Cambridge/PTP_PLC01/FL003_0000_QRN,[ROW]Cambridge/PTP_PLC01/FL003_0000_QRN,0
MTPSVR2.PTPFL0030000QTR.F_CV,ROW,Cambridge/PTP_PLC01/FL003_0000_QTR,[ROW]Cambridge/PTP_PLC01/FL003_0000_QTR,0
MTPSVR2.PTPFL0030000QWA.F_CV,ROW,Cambridge/PTP_PLC01/FL003_0000_QWA,[ROW]Cambridge/PTP_PLC01/FL003_0000_QWA,0
MTPSVR2.PTPFL003FI01QFL.F_CV,ROW,Cambridge/PTP_PLC01/FL003_FI01/QFL,[ROW]Cambridge/PTP_PLC01/FL003_FI01/QFL,0
MTPSVR2.PTPFL003FI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL003_FI01/QVA,[ROW]Cambridge/PTP_PLC01/FL003_FI01/QVA,0
MTPSVR2.PTPFL003FI01QYF.F_CV,ROW,Cambridge/PTP_PLC01/FL003_FI01/QYF,[ROW]Cambridge/PTP_PLC01/FL003_FI01/QYF,0
MTPSVR2.PTPFL003FI0XQFT.F_CV,ROW,Cambridge/PTP_PLC01/FL003_FI0X_QFT,[ROW]Cambridge/PTP_PLC01/FL003_FI0X_QFT,0
MTPSVR2.PTPFL003LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL003_LI01/QVA,[ROW]Cambridge/PTP_PLC01/FL003_LI01/QVA,0
MTPSVR2.PTPFL003PD01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL003_PD01/QVA,[ROW]Cambridge/PTP_PLC01/FL003_PD01/QVA,0
MTPSVR2.PTPFL00XFI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL00X_FI01/QVA,[ROW]Cambridge/PTP_PLC01/FL00X_FI01/QVA,0
MTPSVR2.PTPFL00XRF01QVA.F_CV,ROW,Cambridge/PTP_PLC01/FL00X_RF01/QVA,[ROW]Cambridge/PTP_PLC01/FL00X_RF01/QVA,0
MTPSVR2.PTPFSP010000QRN.F_CV,ROW,Cambridge/PTP_PLC01/FSP01_0000/QRN,[ROW]Cambridge/PTP_PLC01/FSP01_0000/QRN,0
MTPSVR2.PTPHCT01LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/HCT01_LI01/QVA,[ROW]Cambridge/PTP_PLC01/HCT01_LI01/QVA,0
MTPSVR2.PTPHCT02LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/HCT02_LI01/QVA,[ROW]Cambridge/PTP_PLC01/HCT02_LI01/QVA,0
MTPSVR2.PBTETK1CA600.F_CV,ROW,Cambridge/PTP_PLC01/PBTETK1CA600,[ROW]Cambridge/PTP_PLC01/PBTETK1CA600,1
MTPSVR2.PBTETK1CAVTV.F_CV,ROW,Cambridge/PTP_PLC01/PBTETK1CAVTV,[ROW]Cambridge/PTP_PLC01/PBTETK1CAVTV,1
MTPSVR2.PTPCFR1SPR01.F_CV,ROW,Cambridge/PTP_PLC01/PTPCFR1SPR01,[ROW]Cambridge/PTP_PLC01/PTPCFR1SPR01,1
MTPSVR2.PTPCFR2SPR01.F_CV,ROW,Cambridge/PTP_PLC01/PTPCFR2SPR01,[ROW]Cambridge/PTP_PLC01/PTPCFR2SPR01,1
MTPSVR2.PTPCWL1CAQCT.F_CV,ROW,Cambridge/PTP_PLC01/PTPCWL1CAQCT,[ROW]Cambridge/PTP_PLC01/PTPCWL1CAQCT,1
MTPSVR2.PTPFL01OVMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL01OVMDI,[ROW]Cambridge/PTP_PLC01/PTPFL01OVMDI,1
MTPSVR2.PTPFL01WAMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL01WAMDI,[ROW]Cambridge/PTP_PLC01/PTPFL01WAMDI,1
MTPSVR2.PTPFL02OVMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL02OVMDI,[ROW]Cambridge/PTP_PLC01/PTPFL02OVMDI,1
MTPSVR2.PTPFL02WAMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL02WAMDI,[ROW]Cambridge/PTP_PLC01/PTPFL02WAMDI,1
MTPSVR2.PTPFL03OVMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL03OVMDI,[ROW]Cambridge/PTP_PLC01/PTPFL03OVMDI,1
MTPSVR2.PTPFL03WAMDI.F_CV,ROW,Cambridge/PTP_PLC01/PTPFL03WAMDI,[ROW]Cambridge/PTP_PLC01/PTPFL03WAMDI,1
MTPSVR2.PTPWELLFXR01.F_CV,ROW,Cambridge/PTP_PLC01/PTPWELLFXR01,[ROW]Cambridge/PTP_PLC01/PTPWELLFXR01,1
MTPSVR2.PTPRWP010000QRN.F_CV,ROW,Cambridge/PTP_PLC01/RWP01_0000/QRN,[ROW]Cambridge/PTP_PLC01/RWP01_0000/QRN,0
MTPSVR2.PTPRWP010000QYR.F_CV,ROW,Cambridge/PTP_PLC01/RWP01_0000/QYR,[ROW]Cambridge/PTP_PLC01/RWP01_0000/QYR,0
MTPSVR2.PTPRWP020000QRN.F_CV,ROW,Cambridge/PTP_PLC01/RWP02_0000/QRN,[ROW]Cambridge/PTP_PLC01/RWP02_0000/QRN,0
MTPSVR2.PTPRWP020000QYR.F_CV,ROW,Cambridge/PTP_PLC01/RWP02_0000/QYR,[ROW]Cambridge/PTP_PLC01/RWP02_0000/QYR,0
MTPSVR2.PTPRWT01LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/RWT01_LI01/QVA,[ROW]Cambridge/PTP_PLC01/RWT01_LI01/QVA,0
MTPSVR2.PTPSET01LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/SET01_LI01/QVA,[ROW]Cambridge/PTP_PLC01/SET01_LI01/QVA,0
MTPSVR2.PTPTWL01FI01QFL.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_FI01/QFL,[ROW]Cambridge/PTP_PLC01/TWL01_FI01/QFL,0
MTPSVR2.PTPTWL01FI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_FI01/QVA,[ROW]Cambridge/PTP_PLC01/TWL01_FI01/QVA,0
MTPSVR2.PTPTWL01FI01QYF.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_FI01/QYF,[ROW]Cambridge/PTP_PLC01/TWL01_FI01/QYF,0
MTPSVR2.PTPTWL01NI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_NI01/QVA,[ROW]Cambridge/PTP_PLC01/TWL01_NI01/QVA,0
MTPSVR2.PTPTWL01PI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_PI01/QVA,[ROW]Cambridge/PTP_PLC01/TWL01_PI01/QVA,0
MTPSVR2.PTPTWL01RF01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWL01_RF01/QVA,[ROW]Cambridge/PTP_PLC01/TWL01_RF01/QVA,0
MTPSVR2.PTPTWR01CA01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWR01_CA01/QVA,[ROW]Cambridge/PTP_PLC01/TWR01_CA01/QVA,0
MTPSVR2.PTPTWR01LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/TWR01_LI01/QVA,[ROW]Cambridge/PTP_PLC01/TWR01_LI01/QVA,0
MTPSVR2.PTPW000XFI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/W000X_FI01/QVA,[ROW]Cambridge/PTP_PLC01/W000X_FI01/QVA,0
MTPSVR2.PTPW00190000QRN.F_CV,ROW,Cambridge/PTP_PLC01/W0019_0000/QRN,[ROW]Cambridge/PTP_PLC01/W0019_0000/QRN,0
MTPSVR2.PTPW00190000QSI.F_CV,ROW,Cambridge/PTP_PLC01/W0019_0000/QSI,[ROW]Cambridge/PTP_PLC01/W0019_0000/QSI,0
MTPSVR2.PTPW0019FI01QFL.F_CV,ROW,Cambridge/PTP_PLC01/W0019_FI01/QFL,[ROW]Cambridge/PTP_PLC01/W0019_FI01/QFL,0
MTPSVR2.PTPW0019FI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/W0019_FI01/QVA,[ROW]Cambridge/PTP_PLC01/W0019_FI01/QVA,0
MTPSVR2.PTPW0019FI01QYF.F_CV,ROW,Cambridge/PTP_PLC01/W0019_FI01/QYF,[ROW]Cambridge/PTP_PLC01/W0019_FI01/QYF,0
MTPSVR2.PTPW0019FI01VFL.F_CV,ROW,Cambridge/PTP_PLC01/W0019_FI01_VFL,[ROW]Cambridge/PTP_PLC01/W0019_FI01_VFL,0
MTPSVR2.PTPW0019FI01VVA.F_CV,ROW,Cambridge/PTP_PLC01/W0019_FI01_VVA,[ROW]Cambridge/PTP_PLC01/W0019_FI01_VVA,0
MTPSVR2.PTPW0019LI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/W0019_LI01/QVA,[ROW]Cambridge/PTP_PLC01/W0019_LI01/QVA,0
MTPSVR2.PTPW0019PI01QVA.F_CV,ROW,Cambridge/PTP_PLC01/W0019_PI01/QVA,[ROW]Cambridge/PTP_PLC01/W0019_PI01/QVA,0
MTPSVR2.PTPY00010000QSI.F_CV,ROW,Cambridge/PTP_PLC01/Y0001_0000/QSI,[ROW]Cambridge/PTP_PLC01/Y0001_0000/QSI,0
MTPSVR2.PTPY00020000QSI.F_CV,ROW,Cambridge/PTP_PLC01/Y0002_0000/QSI,[ROW]Cambridge/PTP_PLC01/Y0002_0000/QSI,0
MTPSVR2.RAPCB00NIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPCB00NIQ01,[ROW]Cambridge/RAP_PLC01/RAPCB00NIQ01,1
MTPSVR2.RAPCB16RTQRN.F_CV,ROW,Cambridge/RAP_PLC01/RAPCB16RTQRN,[ROW]Cambridge/RAP_PLC01/RAPCB16RTQRN,1
MTPSVR2.RAPCB17RTQRN.F_CV,ROW,Cambridge/RAP_PLC01/RAPCB17RTQRN,[ROW]Cambridge/RAP_PLC01/RAPCB17RTQRN,1
MTPSVR2.RAPCFR1AIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPCFR1AIQ01,[ROW]Cambridge/RAP_PLC01/RAPCFR1AIQ01,1
MTPSVR2.RAPP009AIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009AIQ01,[ROW]Cambridge/RAP_PLC01/RAPP009AIQ01,1
MTPSVR2.RAPP009AIQ02.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009AIQ02,[ROW]Cambridge/RAP_PLC01/RAPP009AIQ02,1
MTPSVR2.RAPP009CAQCT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009CAQCT,[ROW]Cambridge/RAP_PLC01/RAPP009CAQCT,1
MTPSVR2.RAPP009CARCT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009CARCT,[ROW]Cambridge/RAP_PLC01/RAPP009CARCT,1
MTPSVR2.RAPP009FIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009FIQ01,[ROW]Cambridge/RAP_PLC01/RAPP009FIQ01,1
MTPSVR2.RAPP009NIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009NIQ01,[ROW]Cambridge/RAP_PLC01/RAPP009NIQ01,1
MTPSVR2.RAPP009PIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009PIQ01,[ROW]Cambridge/RAP_PLC01/RAPP009PIQ01,1
MTPSVR2.RAPP009RTQRN.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009RTQRN,[ROW]Cambridge/RAP_PLC01/RAPP009RTQRN,1
MTPSVR2.RAPP009SPR01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009SPR01,[ROW]Cambridge/RAP_PLC01/RAPP009SPR01,1
MTPSVR2.RAPP009TT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP009TT,[ROW]Cambridge/RAP_PLC01/RAPP009TT,1
MTPSVR2.RAPP015AIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015AIQ01,[ROW]Cambridge/RAP_PLC01/RAPP015AIQ01,1
MTPSVR2.RAPP015AIQ02.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015AIQ02,[ROW]Cambridge/RAP_PLC01/RAPP015AIQ02,1
MTPSVR2.RAPP015CAQCT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015CAQCT,[ROW]Cambridge/RAP_PLC01/RAPP015CAQCT,1
MTPSVR2.RAPP015CARCT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015CARCT,[ROW]Cambridge/RAP_PLC01/RAPP015CARCT,1
MTPSVR2.RAPP015FIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015FIQ01,[ROW]Cambridge/RAP_PLC01/RAPP015FIQ01,1
MTPSVR2.RAPP015NIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015NIQ01,[ROW]Cambridge/RAP_PLC01/RAPP015NIQ01,1
MTPSVR2.RAPP015RTQRN.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015RTQRN,[ROW]Cambridge/RAP_PLC01/RAPP015RTQRN,1
MTPSVR2.RAPP015SPR01.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015SPR01,[ROW]Cambridge/RAP_PLC01/RAPP015SPR01,1
MTPSVR2.RAPP015TT.F_CV,ROW,Cambridge/RAP_PLC01/RAPP015TT,[ROW]Cambridge/RAP_PLC01/RAPP015TT,1
MTPSVR2.RAPRES1CA600.F_CV,ROW,Cambridge/RAP_PLC01/RAPRES1CA600,[ROW]Cambridge/RAP_PLC01/RAPRES1CA600,1
MTPSVR2.RAPRES1CAVTV.F_CV,ROW,Cambridge/RAP_PLC01/RAPRES1CAVTV,[ROW]Cambridge/RAP_PLC01/RAPRES1CAVTV,1
MTPSVR2.RAPRES1LIQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPRES1LIQ01,[ROW]Cambridge/RAP_PLC01/RAPRES1LIQ01,1
MTPSVR2.RAPW000XFI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/RAPW000XFI01QVA,[ROW]Cambridge/RAP_PLC01/RAPW000XFI01QVA,1
MTPSVR2.RAPWELLFXQ01.F_CV,ROW,Cambridge/RAP_PLC01/RAPWELLFXQ01,[ROW]Cambridge/RAP_PLC01/RAPWELLFXQ01,1
MTPSVR2.RAPTWL01CA01QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_CA01/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_CA01/QVA,0
MTPSVR2.RAPTWL01CA02QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_CA02/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_CA02/QVA,0
MTPSVR2.RAPTWL01FI01QFL.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_FI01/QFL,[ROW]Cambridge/RAP_PLC01/TWL01_FI01/QFL,0
MTPSVR2.RAPTWL01FI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_FI01/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_FI01/QVA,0
MTPSVR2.RAPTWL01FI01QYF.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_FI01/QYF,[ROW]Cambridge/RAP_PLC01/TWL01_FI01/QYF,0
MTPSVR2.RAPTWL01FI01VFL.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_FI01_VFL,[ROW]Cambridge/RAP_PLC01/TWL01_FI01_VFL,0
MTPSVR2.RAPTWL01FI01VVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_FI01_VVA,[ROW]Cambridge/RAP_PLC01/TWL01_FI01_VVA,0
MTPSVR2.RAPTWL01NI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_NI01/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_NI01/QVA,0
MTPSVR2.RAPTWL01PI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_PI01/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_PI01/QVA,0
MTPSVR2.RAPTWL01RF01QVA.F_CV,ROW,Cambridge/RAP_PLC01/TWL01_RF01/QVA,[ROW]Cambridge/RAP_PLC01/TWL01_RF01/QVA,0
MTPSVR2.RAPW00090000QRN.F_CV,ROW,Cambridge/RAP_PLC01/W0009_0000/QRN,[ROW]Cambridge/RAP_PLC01/W0009_0000/QRN,0
MTPSVR2.RAPW00090000QSI.F_CV,ROW,Cambridge/RAP_PLC01/W0009_0000/QSI,[ROW]Cambridge/RAP_PLC01/W0009_0000/QSI,0
MTPSVR2.RAPW00090000QYR.F_CV,ROW,Cambridge/RAP_PLC01/W0009_0000/QYR,[ROW]Cambridge/RAP_PLC01/W0009_0000/QYR,0
MTPSVR2.RAPW0009FI01QFL.F_CV,ROW,Cambridge/RAP_PLC01/W0009_FI01/QFL,[ROW]Cambridge/RAP_PLC01/W0009_FI01/QFL,0
MTPSVR2.RAPW0009FI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/W0009_FI01/QVA,[ROW]Cambridge/RAP_PLC01/W0009_FI01/QVA,0
MTPSVR2.RAPW0009FI01QYF.F_CV,ROW,Cambridge/RAP_PLC01/W0009_FI01/QYF,[ROW]Cambridge/RAP_PLC01/W0009_FI01/QYF,0
MTPSVR2.RAPW0009FI01VFL.F_CV,ROW,Cambridge/RAP_PLC01/W0009_FI01_VFL,[ROW]Cambridge/RAP_PLC01/W0009_FI01_VFL,0
MTPSVR2.RAPW0009FI01VVA.F_CV,ROW,Cambridge/RAP_PLC01/W0009_FI01_VVA,[ROW]Cambridge/RAP_PLC01/W0009_FI01_VVA,0
MTPSVR2.RAPW0009LI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/W0009_LI01/QVA,[ROW]Cambridge/RAP_PLC01/W0009_LI01/QVA,0
MTPSVR2.RAPP000FXQ01.F_CV,ROW,Cambridge/RAP_PLC01/W000X_FI01/QVA,[ROW]Cambridge/RAP_PLC01/W000X_FI01/QVA,0
MTPSVR2.RAPW015A0000QRN.F_CV,ROW,Cambridge/RAP_PLC01/W015A_0000/QRN,[ROW]Cambridge/RAP_PLC01/W015A_0000/QRN,0
MTPSVR2.RAPW015A0000QSI.F_CV,ROW,Cambridge/RAP_PLC01/W015A_0000/QSI,[ROW]Cambridge/RAP_PLC01/W015A_0000/QSI,0
MTPSVR2.RAPW015A0000QYR.F_CV,ROW,Cambridge/RAP_PLC01/W015A_0000/QYR,[ROW]Cambridge/RAP_PLC01/W015A_0000/QYR,0
MTPSVR2.RAPW015AFI01QFL.F_CV,ROW,Cambridge/RAP_PLC01/W015A_FI01/QFL,[ROW]Cambridge/RAP_PLC01/W015A_FI01/QFL,0
MTPSVR2.RAPW015AFI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/W015A_FI01/QVA,[ROW]Cambridge/RAP_PLC01/W015A_FI01/QVA,0
MTPSVR2.RAPW015AFI01QYF.F_CV,ROW,Cambridge/RAP_PLC01/W015A_FI01/QYF,[ROW]Cambridge/RAP_PLC01/W015A_FI01/QYF,0
MTPSVR2.RAPW015AFI01VFL.F_CV,ROW,Cambridge/RAP_PLC01/W015A_FI01_VFL,[ROW]Cambridge/RAP_PLC01/W015A_FI01_VFL,0
MTPSVR2.RAPW015AFI01VVA.F_CV,ROW,Cambridge/RAP_PLC01/W015A_FI01_VVA,[ROW]Cambridge/RAP_PLC01/W015A_FI01_VVA,0
MTPSVR2.RAPW015ALI01QVA.F_CV,ROW,Cambridge/RAP_PLC01/W015A_LI01/QVA,[ROW]Cambridge/RAP_PLC01/W015A_LI01/QVA,0
MTPSVR2.RAPY00010000QSI.F_CV,ROW,Cambridge/RAP_PLC01/Y0001_0000/QSI,[ROW]Cambridge/RAP_PLC01/Y0001_0000/QSI,0
MTPSVR2.RAPY00020000QSI.F_CV,ROW,Cambridge/RAP_PLC01/Y0002_0000/QSI,[ROW]Cambridge/RAP_PLC01/Y0002_0000/QSI,0
MTPSVR2.SAPBSP340000QRN.F_CV,ROW,Cambridge/SAP_PLC01/BSP34_0000/QRN,[ROW]Cambridge/SAP_PLC01/BSP34_0000/QRN,0
MTPSVR2.SAPBSP340000QSI.F_CV,ROW,Cambridge/SAP_PLC01/BSP34_0000/QSI,[ROW]Cambridge/SAP_PLC01/BSP34_0000/QSI,0
MTPSVR2.SAPBSP350000QRN.F_CV,ROW,Cambridge/SAP_PLC01/BSP35_0000/QRN,[ROW]Cambridge/SAP_PLC01/BSP35_0000/QRN,0
MTPSVR2.SAPBSP350000QSI.F_CV,ROW,Cambridge/SAP_PLC01/BSP35_0000/QSI,[ROW]Cambridge/SAP_PLC01/BSP35_0000/QSI,0
MTPSVR2.SAPBSP360000QRN.F_CV,ROW,Cambridge/SAP_PLC01/BSP36_0000/QRN,[ROW]Cambridge/SAP_PLC01/BSP36_0000/QRN,0
MTPSVR2.SAPDSH01FI01QFL.F_CV,ROW,Cambridge/SAP_PLC01/DSH01_FI01/QFL,[ROW]Cambridge/SAP_PLC01/DSH01_FI01/QFL,0
MTPSVR2.SAPDSH01FI01QVA.F_CV,ROW,Cambridge/SAP_PLC01/DSH01_FI01/QVA,[ROW]Cambridge/SAP_PLC01/DSH01_FI01/QVA,0
MTPSVR2.SAPDSH01FI01QYF.F_CV,ROW,Cambridge/SAP_PLC01/DSH01_FI01/QYF,[ROW]Cambridge/SAP_PLC01/DSH01_FI01/QYF,0
MTPSVR2.SAPDSH01LI01VCA.F_CV,ROW,Cambridge/SAP_PLC01/DSH01_LI01_MASL/VCA,[ROW]Cambridge/SAP_PLC01/DSH01_LI01_MASL/VCA,0
MTPSVR2.SAPDSH01PI01QVA.F_CV,ROW,Cambridge/SAP_PLC01/DSH01_PI01/QVA,[ROW]Cambridge/SAP_PLC01/DSH01_PI01/QVA,0
MTPSVR2.SAPETK01LI01QVA.F_CV,ROW,Cambridge/SAP_PLC01/ETK01_LI01/QVA,[ROW]Cambridge/SAP_PLC01/ETK01_LI01/QVA,0
MTPSVR2.SAPETK01LI01VCA.F_CV,ROW,Cambridge/SAP_PLC01/ETK01_LI01_MASL/VCA,[ROW]Cambridge/SAP_PLC01/ETK01_LI01_MASL/VCA,0
MTPSVR2.SAPETK01LI02QVA.F_CV,ROW,Cambridge/SAP_PLC01/ETK01_LI02/QVA,[ROW]Cambridge/SAP_PLC01/ETK01_LI02/QVA,0
MTPSVR2.SAPETK01LI0XQVA.F_CV,ROW,Cambridge/SAP_PLC01/ETK01_LI0X/QVA,[ROW]Cambridge/SAP_PLC01/ETK01_LI0X/QVA,0
MTPSVR2.SAPIL001PI01QVA.F_CV,ROW,Cambridge/SAP_PLC01/IL001_PI01/QVA,[ROW]Cambridge/SAP_PLC01/IL001_PI01/QVA,0
MTPSVR2.SAPIL001RF01QVA.F_CV,ROW,Cambridge/SAP_PLC01/IL001_RF01/QVA,[ROW]Cambridge/SAP_PLC01/IL001_RF01/QVA,0
MTPSVR2.SAPCB00SPR01.F_CV,ROW,Cambridge/SAP_PLC01/SAPCB00SPR01,[ROW]Cambridge/SAP_PLC01/SAPCB00SPR01,1
MTPSVR2.SATETK0CA600.F_CV,ROW,Cambridge/SAP_PLC01/SATETK0CA600,[ROW]Cambridge/SAP_PLC01/SATETK0CA600,1
MTPSVR2.SATETK0CAVTV.F_CV,ROW,Cambridge/SAP_PLC01/SATETK0CAVTV,[ROW]Cambridge/SAP_PLC01/SATETK0CAVTV,1
MTPSVR2.SATETK1CAVTV.F_CV,ROW,Cambridge/SAP_PLC01/SATETK1CAVTV,[ROW]Cambridge/SAP_PLC01/SATETK1CAVTV,1
MTPSVR2.SATETK1LIQ02.F_CV,ROW,Cambridge/SAP_PLC01/SATETK1LIQ02,[ROW]Cambridge/SAP_PLC01/SATETK1LIQ02,1
MTPSVR2.SATETK1LIV01.F_CV,ROW,Cambridge/SAP_PLC01/SATETK1LIV01,[ROW]Cambridge/SAP_PLC01/SATETK1LIV01,1
MTPSVR2.SCSBSP290000QRN.F_CV,ROW,Cambridge/SCS_PLC01/BSP29_0000/QRN,[ROW]Cambridge/SCS_PLC01/BSP29_0000/QRN,0
MTPSVR2.SCSBSP290000QSI.F_CV,ROW,Cambridge/SCS_PLC01/BSP29_0000/QSI,[ROW]Cambridge/SCS_PLC01/BSP29_0000/QSI,0
MTPSVR2.SCSBSP300000QRN.F_CV,ROW,Cambridge/SCS_PLC01/BSP30_0000/QRN,[ROW]Cambridge/SCS_PLC01/BSP30_0000/QRN,0
