hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR2.CPSIL001FI01TT2.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001FI01TT2,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001FI01TT2,1
MTPSVR1.CPSIL001PI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSIL001PI01QVA,[ROW]Rural/Woolwich/CPS_PLC01/CPSIL001PI01QVA,1
MTPSVR2.CPSRCV01MVTRD.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSRCV01MVTRD,[ROW]Rural/Woolwich/CPS_PLC01/CPSRCV01MVTRD,1
MTPSVR2.CPSRES1CAQCT.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSRES1CAQCT,[ROW]Rural/Woolwich/CPS_PLC01/CPSRES1CAQCT,1
MTPSVR2.CPSRES1CARCT.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSRES1CARCT,[ROW]Rural/Woolwich/CPS_PLC01/CPSRES1CARCT,1
MTPSVR2.CPSWELLFXQ01.F_CV,ROW,Rural/Woolwich/CPS_PLC01/CPSWELLFXQ01,[ROW]Rural/Woolwich/CPS_PLC01/CPSWELLFXQ01,1
MTPSVR2.CPSGEN010000QRN.F_CV,ROW,Rural/Woolwich/CPS_PLC01/GEN01_0000_QRN,[ROW]Rural/Woolwich/CPS_PLC01/GEN01_0000_QRN,0
MTPSVR2.CPSRES01FI01QFL.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES01_FI01/QFL,[ROW]Rural/Woolwich/CPS_PLC01/RES01_FI01/QFL,0
MTPSVR2.CPSRES01FI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES01_FI01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/RES01_FI01/QVA,0
MTPSVR2.CPSRES01FI01QYF.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES01_FI01/QYF,[ROW]Rural/Woolwich/CPS_PLC01/RES01_FI01/QYF,0
MTPSVR2.CPSRES02FI01QFL.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES02_FI01/QFL,[ROW]Rural/Woolwich/CPS_PLC01/RES02_FI01/QFL,0
MTPSVR2.CPSRES02FI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES02_FI01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/RES02_FI01/QVA,0
MTPSVR2.CPSRES02FI01QYF.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES02_FI01/QYF,[ROW]Rural/Woolwich/CPS_PLC01/RES02_FI01/QYF,0
MTPSVR2.CPSRES0XLI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/RES0X_LI01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/RES0X_LI01/QVA,0
MTPSVR2.CPSTWG01RCV1MDI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWG01_RCV1/MDI,[ROW]Rural/Woolwich/CPS_PLC01/TWG01_RCV1/MDI,0
MTPSVR2.CPSTWL01FI01QFL.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWL01_FI01/QFL,[ROW]Rural/Woolwich/CPS_PLC01/TWL01_FI01/QFL,0
MTPSVR2.CPSTWL01FI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWL01_FI01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/TWL01_FI01/QVA,0
MTPSVR2.CPSTWL01FI01QYF.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWL01_FI01/QYF,[ROW]Rural/Woolwich/CPS_PLC01/TWL01_FI01/QYF,0
MTPSVR2.CPSTWL01PI01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWL01_PI01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/TWL01_PI01/QVA,0
MTPSVR2.CPSTWL01RA01QVA.F_CV,ROW,Rural/Woolwich/CPS_PLC01/TWL01_RA01/QVA,[ROW]Rural/Woolwich/CPS_PLC01/TWL01_RA01/QVA,0
MTPSVR2.CPSY00010000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/Y0001_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/Y0001_0000/QSI,0
MTPSVR2.CPSY00020000QSI.F_CV,ROW,Rural/Woolwich/CPS_PLC01/Y0002_0000/QSI,[ROW]Rural/Woolwich/CPS_PLC01/Y0002_0000/QSI,0
MTPSVR2.EWTASP010000RSC.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ASP01_0000/RSC,[ROW]Rural/Woolwich/EWT_PLC01/ASP01_0000/RSC,0
MTPSVR2.EWTASP020000RSC.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ASP02_0000/RSC,[ROW]Rural/Woolwich/EWT_PLC01/ASP02_0000/RSC,0
MTPSVR2.EWTAST01LI01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/AST01_LI01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/AST01_LI01/QVA,0
MTPSVR2.EWTCRP010000QRN.F_CV,ROW,Rural/Woolwich/EWT_PLC01/CRP01_0000/QRN,[ROW]Rural/Woolwich/EWT_PLC01/CRP01_0000/QRN,0
MTPSVR2.EWTETK01LI01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ETK01_LI01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/ETK01_LI01/QVA,0
MTPSVR2.EWTETK01LI01VCA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ETK01_LI01_MASL/VCA,[ROW]Rural/Woolwich/EWT_PLC01/ETK01_LI01_MASL/VCA,0
MTPSVR2.EWTETK01SQ01QRN.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ETK01_SQ01_QRN,[ROW]Rural/Woolwich/EWT_PLC01/ETK01_SQ01_QRN,0
MTPSVR2.EWTETK01SQ01QTR.F_CV,ROW,Rural/Woolwich/EWT_PLC01/ETK01_SQ01_QTR,[ROW]Rural/Woolwich/EWT_PLC01/ETK01_SQ01_QTR,0
MTPSVR2.EWTETK01EF01QRN.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTETK01EF01QRN,[ROW]Rural/Woolwich/EWT_PLC01/EWTETK01EF01QRN,1
MTPSVR2.EWTETK01UH01QRN.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTETK01UH01QRN,[ROW]Rural/Woolwich/EWT_PLC01/EWTETK01UH01QRN,1
MTPSVR2.EWTETK01UH02QRN.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTETK01UH02QRN,[ROW]Rural/Woolwich/EWT_PLC01/EWTETK01UH02QRN,1
MTPSVR2.EWTETK1CA600.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTETK1CA600,[ROW]Rural/Woolwich/EWT_PLC01/EWTETK1CA600,1
MTPSVR2.EWTETK1CAVTV.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTETK1CAVTV,[ROW]Rural/Woolwich/EWT_PLC01/EWTETK1CAVTV,1
MTPSVR2.EWTIL001FI01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/EWTIL001FI01QVA,[ROW]Rural/Woolwich/EWT_PLC01/EWTIL001FI01QVA,1
MTPSVR2.EWTHCT01LI01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/HCT01_LI01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/HCT01_LI01/QVA,0
MTPSVR2.EWTIL001LI01VCA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/IL001_LI01_MASL/VCA,[ROW]Rural/Woolwich/EWT_PLC01/IL001_LI01_MASL/VCA,0
MTPSVR2.EWTIL001PI01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/IL001_PI01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/IL001_PI01/QVA,0
MTPSVR2.EWTIL001RA01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/IL001_RA01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/IL001_RA01/QVA,0
MTPSVR2.EWTMV001000QZI.F_CV,ROW,Rural/Woolwich/EWT_PLC01/MV001_0000/QZI,[ROW]Rural/Woolwich/EWT_PLC01/MV001_0000/QZI,0
MTPSVR2.EWTOL001RA01QVA.F_CV,ROW,Rural/Woolwich/EWT_PLC01/OL001_RA01/QVA,[ROW]Rural/Woolwich/EWT_PLC01/OL001_RA01/QVA,0
MTPSVR2.EWTY00010000RSC.F_CV,ROW,Rural/Woolwich/EWT_PLC01/Y0001_0000/RSC,[ROW]Rural/Woolwich/EWT_PLC01/Y0001_0000/RSC,0
MTPSVR2.EWTY00020000RSC.F_CV,ROW,Rural/Woolwich/EWT_PLC01/Y0002_0000/RSC,[ROW]Rural/Woolwich/EWT_PLC01/Y0002_0000/RSC,0
MTPSVR2.HWSBSP110000QRN.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP11_0000/QRN,[ROW]Rural/Woolwich/HWS_PLC01/BSP11_0000/QRN,0
MTPSVR2.HWSBSP110000QSI.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP11_0000/QSI,[ROW]Rural/Woolwich/HWS_PLC01/BSP11_0000/QSI,0
MTPSVR2.HWSBSP120000QRN.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP12_0000/QRN,[ROW]Rural/Woolwich/HWS_PLC01/BSP12_0000/QRN,0
MTPSVR2.HWSBSP120000QSI.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP12_0000/QSI,[ROW]Rural/Woolwich/HWS_PLC01/BSP12_0000/QSI,0
MTPSVR2.HWSBSP130000QRN.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP13_0000/QRN,[ROW]Rural/Woolwich/HWS_PLC01/BSP13_0000/QRN,0
MTPSVR2.HWSBSP130000QSI.F_CV,ROW,Rural/Woolwich/HWS_PLC01/BSP13_0000/QSI,[ROW]Rural/Woolwich/HWS_PLC01/BSP13_0000/QSI,0
MTPSVR2.HWSETK01LI01QVA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/ETK01_LI01/QVA,[ROW]Rural/Woolwich/HWS_PLC01/ETK01_LI01/QVA,0
MTPSVR2.HWSETK01LI01VCA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/ETK01_LI01_MASL/VCA,[ROW]Rural/Woolwich/HWS_PLC01/ETK01_LI01_MASL/VCA,0
MTPSVR2.HWSETK01PI01QVA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/ETK01_PI01/QVA,[ROW]Rural/Woolwich/HWS_PLC01/ETK01_PI01/QVA,0
MTPSVR2.HWSGEN010000QRN.F_CV,ROW,Rural/Woolwich/HWS_PLC01/GEN01_0000_QRN,[ROW]Rural/Woolwich/HWS_PLC01/GEN01_0000_QRN,0
MTPSVR2.HWTETK1CA600.F_CV,ROW,Rural/Woolwich/HWS_PLC01/HWTETK1CA600,[ROW]Rural/Woolwich/HWS_PLC01/HWTETK1CA600,1
MTPSVR2.HWTETK1CAVTV.F_CV,ROW,Rural/Woolwich/HWS_PLC01/HWTETK1CAVTV,[ROW]Rural/Woolwich/HWS_PLC01/HWTETK1CAVTV,1
MTPSVR2.HWTETK1LIQ02.F_CV,ROW,Rural/Woolwich/HWS_PLC01/HWTETK1LIQ02,[ROW]Rural/Woolwich/HWS_PLC01/HWTETK1LIQ02,1
MTPSVR2.HWSMAN01LI01QVA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/MAN01_LI01/QVA,[ROW]Rural/Woolwich/HWS_PLC01/MAN01_LI01/QVA,0
MTPSVR2.HWSTWL01FI01QFL.F_CV,ROW,Rural/Woolwich/HWS_PLC01/TWL01_FI01/QFL,[ROW]Rural/Woolwich/HWS_PLC01/TWL01_FI01/QFL,0
MTPSVR2.HWSTWL01FI01QVA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/TWL01_FI01/QVA,[ROW]Rural/Woolwich/HWS_PLC01/TWL01_FI01/QVA,0
MTPSVR2.HWSTWL01FI01QYF.F_CV,ROW,Rural/Woolwich/HWS_PLC01/TWL01_FI01/QYF,[ROW]Rural/Woolwich/HWS_PLC01/TWL01_FI01/QYF,0
MTPSVR2.HWSTWL01LI01VCA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/TWL01_LI01_MASL/VCA,[ROW]Rural/Woolwich/HWS_PLC01/TWL01_LI01_MASL/VCA,0
MTPSVR2.HWSTWL01PI01QVA.F_CV,ROW,Rural/Woolwich/HWS_PLC01/TWL01_PI01/QVA,[ROW]Rural/Woolwich/HWS_PLC01/TWL01_PI01/QVA,0
MTPSVR2.MYPBSP010000QRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BSP01_0000/QRN,[ROW]Rural/Woolwich/MYP_PLC01/BSP01_0000/QRN,0
MTPSVR2.MYPBSP010000QYR.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BSP01_0000/QYR,[ROW]Rural/Woolwich/MYP_PLC01/BSP01_0000/QYR,0
MTPSVR2.MYPBSP020000QRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BSP02_0000/QRN,[ROW]Rural/Woolwich/MYP_PLC01/BSP02_0000/QRN,0
MTPSVR2.MYPBSP020000QYR.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BSP02_0000/QYR,[ROW]Rural/Woolwich/MYP_PLC01/BSP02_0000/QYR,0
MTPSVR2.MYPBWA01FI01QFL.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BWA01_FI01/QFL,[ROW]Rural/Woolwich/MYP_PLC01/BWA01_FI01/QFL,0
MTPSVR2.MYPBWA01FI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BWA01_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/BWA01_FI01/QVA,0
MTPSVR2.MYPBWA01FI01QYF.F_CV,ROW,Rural/Woolwich/MYP_PLC01/BWA01_FI01/QYF,[ROW]Rural/Woolwich/MYP_PLC01/BWA01_FI01/QYF,0
MTPSVR2.MYPFSP01FI01QFL.F_CV,ROW,Rural/Woolwich/MYP_PLC01/FSP01_FI01/QFL,[ROW]Rural/Woolwich/MYP_PLC01/FSP01_FI01/QFL,0
MTPSVR2.MYPFSP01FI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/FSP01_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/FSP01_FI01/QVA,0
MTPSVR2.MYPFSP01FI01QYF.F_CV,ROW,Rural/Woolwich/MYP_PLC01/FSP01_FI01/QYF,[ROW]Rural/Woolwich/MYP_PLC01/FSP01_FI01/QYF,0
MTPSVR2.MYPFSP01NI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/FSP01_NI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/FSP01_NI01/QVA,0
MTPSVR2.MYPBWL1FIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPBWL1FIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPBWL1FIQ01,1
MTPSVR2.MYPBWL1TT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPBWL1TT,[ROW]Rural/Woolwich/MYP_PLC01/MYPBWL1TT,1
MTPSVR2.MYPCFR1AIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPCFR1AIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPCFR1AIQ01,1
MTPSVR2.MYPCFR2AIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPCFR2AIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPCFR2AIQ01,1
MTPSVR2.MYPCTR1AIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPCTR1AIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPCTR1AIQ01,1
MTPSVR2.MYPFL00PIQLH.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPFL00PIQLH,[ROW]Rural/Woolwich/MYP_PLC01/MYPFL00PIQLH,1
MTPSVR2.MYPFL00RTQRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPFL00RTQRN,[ROW]Rural/Woolwich/MYP_PLC01/MYPFL00RTQRN,1
MTPSVR2.MYPFSP1FIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPFSP1FIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPFSP1FIQ01,1
MTPSVR2.MYPFSP1TT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPFSP1TT,[ROW]Rural/Woolwich/MYP_PLC01/MYPFSP1TT,1
MTPSVR2.MYPMH00FXQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH00FXQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH00FXQ01,1
MTPSVR2.MYPMH01FIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH01FIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH01FIQ01,1
MTPSVR2.MYPMH01RTQRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH01RTQRN,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH01RTQRN,1
MTPSVR2.MYPMH01TT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH01TT,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH01TT,1
MTPSVR2.MYPMH02FIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH02FIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH02FIQ01,1
MTPSVR2.MYPMH02RTQRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH02RTQRN,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH02RTQRN,1
MTPSVR2.MYPMH02TT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMH02TT,[ROW]Rural/Woolwich/MYP_PLC01/MYPMH02TT,1
MTPSVR2.MYPMHB1RTQRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMHB1RTQRN,[ROW]Rural/Woolwich/MYP_PLC01/MYPMHB1RTQRN,1
MTPSVR2.MYPMHB2RTQRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPMHB2RTQRN,[ROW]Rural/Woolwich/MYP_PLC01/MYPMHB2RTQRN,1
MTPSVR2.MYPRES0CAQCT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPRES0CAQCT,[ROW]Rural/Woolwich/MYP_PLC01/MYPRES0CAQCT,1
MTPSVR2.MYPRES0CAR01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPRES0CAR01,[ROW]Rural/Woolwich/MYP_PLC01/MYPRES0CAR01,1
MTPSVR2.MYPRES0CARCT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPRES0CARCT,[ROW]Rural/Woolwich/MYP_PLC01/MYPRES0CARCT,1
MTPSVR2.MYPRES0LIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPRES0LIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPRES0LIQ01,1
MTPSVR2.MYPSHT1LIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPSHT1LIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPSHT1LIQ01,1
MTPSVR2.MYPSHT1NIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPSHT1NIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPSHT1NIQ01,1
MTPSVR2.MYPTWL1FIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPTWL1FIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPTWL1FIQ01,1
MTPSVR2.MYPTWL1NIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPTWL1NIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPTWL1NIQ01,1
MTPSVR2.MYPTWL1PIQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPTWL1PIQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPTWL1PIQ01,1
MTPSVR2.MYPTWL1TT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPTWL1TT,[ROW]Rural/Woolwich/MYP_PLC01/MYPTWL1TT,1
MTPSVR2.MYPWELLFXQ01.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPWELLFXQ01,[ROW]Rural/Woolwich/MYP_PLC01/MYPWELLFXQ01,1
MTPSVR2.MYPY00010000QSI.F_CV,ROW,Rural/Woolwich/MYP_PLC01/MYPY00010000QSI,[ROW]Rural/Woolwich/MYP_PLC01/MYPY00010000QSI,1
MTPSVR2.MYPRES01CA01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/RES01_CA01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/RES01_CA01/QVA,0
MTPSVR2.MYPRES01CA01QCT.F_CV,ROW,Rural/Woolwich/MYP_PLC01/RES01_CA01_QCT,[ROW]Rural/Woolwich/MYP_PLC01/RES01_CA01_QCT,0
MTPSVR2.MYPRES01LI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/RES01_LI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/RES01_LI01/QVA,0
MTPSVR2.MYPRES01RF01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/RES01_RF01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/RES01_RF01/QVA,0
MTPSVR2.MYPSHT01LI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/SHT01_LI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/SHT01_LI01/QVA,0
MTPSVR2.MYPTWL01FI01QFL.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_FI01/QFL,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_FI01/QFL,0
MTPSVR2.MYPTWL01FI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_FI01/QVA,0
MTPSVR2.MYPTWL01FI01QYF.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_FI01/QYF,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_FI01/QYF,0
MTPSVR2.MYPTWL01NI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_NI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_NI01/QVA,0
MTPSVR2.MYPTWL01PI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_PI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_PI01/QVA,0
MTPSVR2.MYPTWL01RF01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/TWL01_RF01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/TWL01_RF01/QVA,0
MTPSVR2.MYPW00010000QRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0001_0000/QRN,[ROW]Rural/Woolwich/MYP_PLC01/W0001_0000/QRN,0
MTPSVR2.MYPW00010000QYR.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0001_0000/QYR,[ROW]Rural/Woolwich/MYP_PLC01/W0001_0000/QYR,0
MTPSVR2.MYPW0001FI01QFL.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0001_FI01/QFL,[ROW]Rural/Woolwich/MYP_PLC01/W0001_FI01/QFL,0
MTPSVR2.MYPW0001FI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0001_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/W0001_FI01/QVA,0
MTPSVR2.MYPW0001FI01QYF.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0001_FI01/QYF,[ROW]Rural/Woolwich/MYP_PLC01/W0001_FI01/QYF,0
MTPSVR2.MYPW00020000QRN.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0002_0000/QRN,[ROW]Rural/Woolwich/MYP_PLC01/W0002_0000/QRN,0
MTPSVR2.MYPW00020000QYR.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0002_0000/QYR,[ROW]Rural/Woolwich/MYP_PLC01/W0002_0000/QYR,0
MTPSVR2.MYPW0002FI01QFL.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0002_FI01/QFL,[ROW]Rural/Woolwich/MYP_PLC01/W0002_FI01/QFL,0
MTPSVR2.MYPW0002FI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0002_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/W0002_FI01/QVA,0
MTPSVR2.MYPW0002FI01QYF.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W0002_FI01/QYF,[ROW]Rural/Woolwich/MYP_PLC01/W0002_FI01/QYF,0
MTPSVR2.MYPW000XFI01QVA.F_CV,ROW,Rural/Woolwich/MYP_PLC01/W000X_FI01/QVA,[ROW]Rural/Woolwich/MYP_PLC01/W000X_FI01/QVA,0
MTPSVR2.MYPY001A0000QSI.F_CV,ROW,Rural/Woolwich/MYP_PLC01/Y0001_0000/QSI,[ROW]Rural/Woolwich/MYP_PLC01/Y0001_0000/QSI,0
MTPSVR2.MYPY00010000RSC.F_CV,ROW,Rural/Woolwich/MYP_PLC01/Y0001_0000/RSC,[ROW]Rural/Woolwich/MYP_PLC01/Y0001_0000/RSC,0
MTPSVR2.MYPY00010000SRS.F_CV,ROW,Rural/Woolwich/MYP_PLC01/Y0001_0000/SRS,[ROW]Rural/Woolwich/MYP_PLC01/Y0001_0000/SRS,0
MTPSVR2.MYPY00020000QSI.F_CV,ROW,Rural/Woolwich/MYP_PLC01/Y0002_0000/QSI,[ROW]Rural/Woolwich/MYP_PLC01/Y0002_0000/QSI,0
MTPSVR2.MYPY00020000RSC.F_CV,ROW,Rural/Woolwich/MYP_PLC01/Y0002_0000/RSC,[ROW]Rural/Woolwich/MYP_PLC01/Y0002_0000/RSC,0
MTPSVR2.SJPBSP050000QRN.F_CV,ROW,Rural/Woolwich/SJP_PLC01/BSP05_0000/QRN,[ROW]Rural/Woolwich/SJP_PLC01/BSP05_0000/QRN,0
MTPSVR2.SJPBSP060000QRN.F_CV,ROW,Rural/Woolwich/SJP_PLC01/BSP06_0000/QRN,[ROW]Rural/Woolwich/SJP_PLC01/BSP06_0000/QRN,0
MTPSVR2.SJPBSP070000QRN.F_CV,ROW,Rural/Woolwich/SJP_PLC01/BSP07_0000/QRN,[ROW]Rural/Woolwich/SJP_PLC01/BSP07_0000/QRN,0
MTPSVR2.SJPDSH01FI01QFL.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_FI01/QFL,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_FI01/QFL,0
MTPSVR2.SJPDSH01FI01QVA.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_FI01/QVA,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_FI01/QVA,0
MTPSVR2.SJPDSH01FI01QYF.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_FI01/QYF,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_FI01/QYF,0
MTPSVR2.SJPDSH01LI01VCA.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_LI01_MASL/VCA,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_LI01_MASL/VCA,0
MTPSVR2.SJPDSH01NI01QVA.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_NI01/QVA,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_NI01/QVA,0
MTPSVR2.SJPDSH01PI01QVA.F_CV,ROW,Rural/Woolwich/SJP_PLC01/DSH01_PI01/QVA,[ROW]Rural/Woolwich/SJP_PLC01/DSH01_PI01/QVA,0
